Years at Company,Performance Rating,Number of Promotions,Overtime,Education Level,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Company Reputation,Attrition,OverallSatisfaction,Opportunities,AnnualIncome,AgeGroup,RoleStagnationRatio,TenureGap,EarlyCompanyTenureRisk,LongTenureLowRoleRisk
2.08,3,0,0,3,0,1,1,4.58,0,3,0,3,0,0,4,0.373,2.5,0,0
2.0,3,0,0,3,0,2,3,3.67,0,2,0,2,0,0,3,0.428,1.67,1,0
1.67,3,1,0,4,5,2,2,5.42,0,3,0,3,0,0,3,0.26,3.75,1,1
3.17,2,0,0,3,0,3,2,7.25,1,3,0,2,0,0,4,0.384,4.08,0,0
0.33,3,2,1,4,1,1,3,3.33,0,2,1,3,0,0,1,0.076,3.0,1,0
1.08,4,0,1,3,1,3,2,4.92,0,3,0,3,0,0,2,0.182,3.84,1,0
1.92,3,2,1,2,0,2,2,7.67,1,3,1,2,0,0,2,0.221,5.75,1,1
1.67,3,0,1,1,1,1,3,3.5,0,3,1,2,0,0,2,0.371,1.83,1,0
0.83,2,0,0,1,4,3,3,6.58,0,3,1,3,0,0,1,0.109,5.75,1,0
2.25,2,2,0,2,6,2,2,4.75,0,3,0,2,0,0,3,0.391,2.5,0,0
0.83,3,0,0,2,1,3,2,5.83,0,3,0,2,0,0,4,0.122,5.0,1,0
1.08,3,0,0,4,0,2,3,2.42,1,2,1,2,0,0,1,0.316,1.3399999999999999,1,0
2.5,4,0,1,3,3,2,3,6.17,0,1,0,3,0,0,3,0.349,3.67,0,1
2.67,3,0,0,1,0,2,2,6.42,1,2,0,3,0,0,3,0.36,3.75,0,1
1.0,3,0,0,3,3,1,2,7.08,0,3,0,4,0,0,2,0.124,6.08,1,1
0.5,3,0,0,2,3,2,1,5.92,0,3,1,2,1,0,3,0.072,5.42,1,1
2.0,3,0,0,2,3,3,3,4.08,0,3,0,2,1,0,3,0.394,2.08,1,0
0.5,3,0,0,2,0,2,3,2.58,0,1,1,2,0,0,1,0.14,2.08,1,0
0.42,3,2,0,2,0,1,2,2.5,0,4,1,3,0,0,4,0.12,2.08,1,0
4.08,1,1,0,1,4,2,3,4.67,0,3,1,3,1,0,4,0.72,0.5899999999999999,0,0
1.83,4,0,0,5,2,3,1,6.58,0,4,0,2,1,0,3,0.241,4.75,1,0
0.75,2,1,0,1,4,2,2,2.17,0,3,1,3,1,0,2,0.237,1.42,1,0
0.17,4,1,0,1,1,1,2,5.42,0,1,0,3,0,0,4,0.026,5.25,1,1
0.92,4,2,1,1,1,2,3,7.0,0,2,0,2,0,0,2,0.115,6.08,1,1
0.25,3,0,0,4,5,1,1,2.5,0,1,0,2,0,0,3,0.071,2.25,1,0
0.25,4,2,1,2,0,2,2,2.25,0,3,1,1,0,0,2,0.077,2.0,1,0
1.92,4,2,0,2,0,1,2,6.17,1,3,1,3,0,0,2,0.268,4.25,1,1
0.83,3,2,1,4,2,1,3,7.42,0,3,1,2,0,0,1,0.099,6.59,1,1
0.67,1,0,0,4,2,2,2,3.5,0,2,1,4,0,0,1,0.149,2.83,1,0
1.58,2,0,0,3,1,2,2,4.5,1,3,0,2,0,0,3,0.287,2.92,1,0
0.83,3,1,0,2,4,1,2,2.25,0,1,0,3,0,0,4,0.255,1.42,1,0
1.92,2,1,0,4,0,1,3,8.08,0,4,1,2,0,0,2,0.211,6.16,1,1
0.5,4,1,0,4,2,2,2,6.83,0,3,1,1,0,0,1,0.064,6.33,1,1
3.08,2,2,0,2,3,2,3,3.42,1,3,0,2,0,0,4,0.697,0.33999999999999986,0,0
3.33,3,0,1,2,3,2,3,5.17,0,2,1,2,0,0,4,0.54,1.8399999999999999,0,1
0.58,3,0,1,3,5,1,2,5.17,0,2,1,3,0,0,4,0.094,4.59,1,1
1.92,1,0,0,4,4,2,3,2.17,1,3,0,3,0,0,3,0.606,0.25,1,0
2.83,3,0,1,4,0,1,2,7.33,1,1,1,2,0,0,4,0.34,4.5,0,1
0.08,3,2,0,2,1,3,2,0.58,0,3,0,2,1,0,4,0.051,0.49999999999999994,1,0
0.17,4,0,0,2,0,2,1,6.75,0,3,1,2,0,0,4,0.022,6.58,1,1
2.42,3,2,0,4,4,1,2,4.17,1,1,0,2,0,0,3,0.468,1.75,0,0
2.5,3,2,0,4,4,1,1,4.75,0,1,0,3,0,0,3,0.435,2.25,0,0
0.92,3,0,0,2,1,2,2,5.42,0,3,0,3,0,0,1,0.143,4.5,1,1
2.08,4,1,1,3,2,2,1,2.5,0,3,1,3,0,0,4,0.594,0.41999999999999993,0,0
1.67,3,2,0,5,4,3,2,6.75,0,4,0,2,0,0,4,0.215,5.08,1,0
0.83,2,1,0,2,1,3,3,5.25,0,1,0,2,0,0,3,0.133,4.42,1,0
0.83,4,0,0,4,1,2,3,5.08,0,3,1,2,0,0,1,0.137,4.25,1,1
0.17,3,3,0,2,0,3,2,6.42,0,3,1,1,1,0,1,0.023,6.25,1,0
1.42,3,0,0,2,1,2,2,2.08,1,3,0,2,0,0,2,0.461,0.6600000000000001,1,0
1.0,3,1,1,3,1,1,1,6.33,0,4,1,2,0,0,1,0.136,5.33,1,1
2.5,3,1,1,4,4,2,2,7.33,0,4,0,2,0,0,4,0.3,4.83,0,1
1.0,4,0,0,3,5,1,3,6.5,0,4,1,3,0,0,2,0.133,5.5,1,1
1.92,3,0,1,2,3,3,2,6.92,1,3,0,2,0,0,4,0.242,5.0,1,0
2.42,3,3,0,4,1,2,2,8.5,0,1,0,3,0,0,3,0.255,6.08,0,1
2.67,3,0,0,1,0,3,2,5.75,0,3,1,3,0,0,4,0.396,3.08,0,0
0.08,4,4,0,1,6,1,1,2.0,0,3,0,3,0,0,1,0.027,1.92,1,0
2.17,3,2,0,3,0,1,2,6.83,0,2,1,2,0,0,2,0.277,4.66,0,1
0.67,4,0,1,2,1,2,2,3.42,1,2,1,3,0,0,1,0.152,2.75,1,0
0.42,4,0,0,1,1,2,3,3.75,1,3,1,3,2,0,2,0.088,3.33,1,0
0.25,1,0,1,4,0,1,1,0.92,0,2,1,2,0,0,3,0.13,0.67,1,0
0.08,3,0,0,3,6,1,1,6.17,0,3,1,3,0,0,4,0.011,6.09,1,1
1.08,3,0,1,2,0,1,2,1.67,0,2,1,2,0,0,1,0.404,0.5899999999999999,1,0
0.33,2,2,0,1,2,1,3,4.58,0,2,1,2,1,0,1,0.059,4.25,1,0
1.58,3,0,0,2,5,1,2,2.17,0,3,0,3,0,0,2,0.498,0.5899999999999999,1,0
1.42,3,0,1,4,1,3,2,4.08,0,3,0,3,0,0,3,0.28,2.66,1,0
2.25,2,0,1,4,2,2,3,4.33,0,2,0,3,0,0,2,0.422,2.08,0,0
0.08,3,1,0,3,2,2,2,3.17,0,3,0,2,0,0,4,0.019,3.09,1,0
0.67,3,0,1,2,5,1,1,3.92,0,1,1,3,0,0,3,0.136,3.25,1,0
2.75,4,0,1,3,0,2,3,7.58,1,4,0,3,0,0,4,0.321,4.83,0,1
2.17,3,0,0,2,1,1,1,5.92,0,3,0,4,1,0,3,0.314,3.75,0,1
0.42,3,1,1,4,1,3,2,5.58,1,3,0,2,0,0,1,0.064,5.16,1,0
0.67,3,0,1,4,2,3,2,4.08,0,3,0,2,1,0,3,0.132,3.41,1,0
2.67,3,1,0,3,0,3,2,9.25,1,1,1,2,0,0,4,0.26,6.58,0,0
1.0,2,2,0,4,5,2,2,3.5,1,2,1,3,0,0,1,0.222,2.5,1,0
0.42,3,1,0,1,0,2,2,6.25,0,2,1,3,0,0,1,0.058,5.83,1,1
2.08,3,3,0,1,3,2,3,3.75,0,2,0,2,0,0,4,0.438,1.67,0,0
0.33,3,1,0,2,1,2,2,0.5,0,1,1,3,0,0,2,0.22,0.16999999999999998,1,0
3.58,1,3,0,1,0,3,2,5.08,0,1,0,2,0,0,4,0.589,1.5,0,0
0.58,3,0,1,3,1,2,2,5.0,0,3,1,2,1,0,1,0.097,4.42,1,0
1.17,3,1,1,4,1,2,3,4.5,0,3,0,3,0,0,1,0.213,3.33,1,0
1.58,3,0,1,2,3,2,3,4.0,0,3,1,3,0,0,2,0.316,2.42,1,0
1.42,3,1,0,3,3,1,3,5.67,0,3,0,3,0,0,3,0.213,4.25,1,1
0.75,3,1,0,4,3,2,2,6.58,1,3,0,3,0,0,1,0.099,5.83,1,1
0.58,4,0,0,5,1,2,2,5.08,0,2,1,2,0,0,1,0.095,4.5,1,1
0.17,2,1,0,3,0,2,2,6.08,0,3,0,2,0,0,1,0.024,5.91,1,1
0.33,4,0,1,4,1,3,2,6.25,0,1,1,2,0,0,3,0.046,5.92,1,0
0.33,3,0,0,1,0,2,3,0.75,0,3,0,4,0,0,3,0.189,0.42,1,0
0.67,3,0,0,2,0,1,2,2.08,0,4,1,2,1,0,3,0.218,1.4100000000000001,1,0
1.33,3,1,0,2,0,2,2,4.17,0,3,1,2,1,0,4,0.257,2.84,1,0
0.92,3,0,0,3,4,2,2,1.5,0,2,1,3,0,0,4,0.368,0.58,1,0
1.75,2,0,0,2,1,2,1,5.0,0,4,0,2,0,0,4,0.292,3.25,1,0
0.33,2,3,1,2,1,2,3,4.33,0,4,0,2,0,0,1,0.062,4.0,1,0
0.33,3,0,0,1,2,2,2,5.58,0,3,1,2,0,0,3,0.05,5.25,1,1
0.25,3,2,0,4,3,2,2,2.0,0,2,1,2,0,0,3,0.083,1.75,1,0
2.25,3,1,0,4,0,3,1,8.5,0,1,1,2,1,0,4,0.237,6.25,0,0
0.92,3,0,0,2,2,1,1,7.0,0,1,1,2,1,0,3,0.115,6.08,1,1
1.08,2,0,1,1,3,2,2,1.75,0,3,1,2,0,0,4,0.393,0.6699999999999999,1,0
0.58,4,2,0,3,4,2,3,1.83,1,3,0,2,0,0,2,0.205,1.25,1,0
0.25,3,2,0,4,0,2,1,1.67,1,3,0,2,0,0,3,0.094,1.42,1,0
0.25,4,3,0,1,3,1,3,3.42,0,4,0,3,0,0,2,0.057,3.17,1,0
0.17,3,2,1,4,0,2,2,1.92,0,2,1,2,0,0,1,0.058,1.75,1,0
0.17,2,2,1,2,3,2,2,0.33,0,3,0,2,0,0,1,0.128,0.16,1,0
0.75,3,1,0,1,3,2,2,5.58,0,1,1,3,0,0,1,0.114,4.83,1,1
0.83,3,1,0,2,0,2,3,3.83,0,3,0,2,0,0,1,0.172,3.0,1,0
0.33,2,0,0,4,0,3,2,3.75,0,3,0,2,1,0,1,0.069,3.42,1,0
0.83,3,0,0,4,0,2,1,6.25,1,2,0,3,0,0,1,0.114,5.42,1,1
0.5,4,1,0,5,0,3,2,0.67,1,2,0,3,0,0,4,0.299,0.17000000000000004,1,0
1.33,3,0,0,5,3,2,2,2.92,0,3,0,3,0,0,4,0.339,1.5899999999999999,1,0
0.67,4,0,0,2,3,1,2,1.25,0,1,1,3,0,0,1,0.298,0.58,1,0
1.5,3,2,0,2,3,2,2,2.08,0,1,0,2,0,0,3,0.487,0.5800000000000001,1,0
0.92,4,0,0,5,0,2,2,7.5,1,3,0,3,1,0,3,0.108,6.58,1,1
1.5,2,0,1,1,5,1,1,4.42,0,1,1,2,0,0,4,0.277,2.92,1,0
0.33,4,0,1,2,2,3,2,3.0,0,3,0,3,1,0,2,0.082,2.67,1,0
0.25,3,1,0,2,0,3,2,0.83,0,3,0,2,0,0,3,0.137,0.58,1,0
2.25,3,0,0,2,2,2,2,6.42,0,3,0,2,0,0,3,0.303,4.17,0,1
0.17,3,1,0,2,1,2,3,2.0,0,3,0,2,1,0,1,0.057,1.83,1,0
1.92,2,2,1,3,0,2,2,5.67,1,3,0,3,0,0,3,0.288,3.75,1,1
1.33,4,0,0,3,1,2,3,6.17,0,2,1,2,0,0,4,0.185,4.84,1,1
1.92,4,0,0,1,1,2,3,4.5,0,3,0,2,0,0,3,0.349,2.58,1,0
2.75,4,1,0,4,3,2,1,8.58,1,3,0,3,0,0,3,0.287,5.83,0,1
2.42,3,0,1,4,5,1,3,7.42,1,3,0,3,0,0,4,0.287,5.0,0,1
0.17,3,0,1,5,0,2,2,5.08,0,3,1,2,0,0,4,0.028,4.91,1,1
2.08,3,0,1,3,1,3,3,4.0,0,3,1,2,1,0,3,0.416,1.92,0,0
0.5,3,0,0,3,0,1,2,5.08,1,2,0,3,0,0,1,0.082,4.58,1,1
2.42,3,0,0,1,4,1,2,2.75,0,1,1,2,0,0,4,0.645,0.33000000000000007,0,0
0.08,2,0,0,5,0,2,2,5.75,0,3,0,2,0,0,3,0.012,5.67,1,1
0.83,2,0,0,4,3,1,2,3.08,0,1,0,3,0,0,3,0.203,2.25,1,0
2.25,3,1,0,2,2,1,2,4.42,0,3,1,2,0,0,4,0.415,2.17,0,0
1.0,4,1,0,1,1,3,1,2.5,0,3,0,2,0,0,1,0.286,1.5,1,0
0.75,4,1,0,4,1,1,3,3.33,0,3,1,2,0,0,2,0.173,2.58,1,0
1.67,1,0,0,2,3,2,3,4.42,1,2,0,2,0,0,3,0.308,2.75,1,0
0.17,4,3,0,4,0,3,3,0.75,1,3,0,2,0,0,2,0.097,0.58,1,0
0.83,4,2,1,1,3,1,1,4.67,1,3,0,3,1,0,4,0.146,3.84,1,0
0.33,3,0,0,2,2,2,1,6.58,0,3,0,3,0,0,4,0.044,6.25,1,1
1.75,3,0,0,2,4,2,2,2.58,1,2,0,2,1,0,2,0.489,0.8300000000000001,1,0
0.83,2,0,0,2,1,2,3,2.33,0,1,1,2,1,0,4,0.249,1.5,1,0
0.5,4,2,0,4,3,1,2,1.75,0,3,1,3,0,0,2,0.182,1.25,1,0
2.75,4,2,0,2,3,3,1,6.58,1,3,0,3,0,0,3,0.363,3.83,0,0
0.42,2,0,1,3,2,2,2,2.42,0,3,0,2,0,0,1,0.123,2.0,1,0
2.83,3,0,0,2,1,2,2,6.0,0,3,0,3,0,0,4,0.404,3.17,0,1
0.5,3,4,1,4,0,1,2,2.67,0,1,1,3,0,0,2,0.136,2.17,1,0
0.33,3,0,1,5,2,3,2,1.33,0,3,0,3,0,0,2,0.142,1.0,1,0
0.33,4,2,0,3,4,3,2,1.5,0,3,0,2,0,0,2,0.132,1.17,1,0
2.25,3,1,0,4,2,1,3,7.75,0,3,1,2,0,0,3,0.257,5.5,0,1
3.25,2,1,1,1,5,1,2,7.42,0,3,1,2,0,0,4,0.386,4.17,0,1
0.33,3,0,0,5,1,3,3,3.08,1,3,0,1,0,0,2,0.081,2.75,1,0
0.42,3,0,0,4,1,2,2,0.83,1,3,0,3,0,0,1,0.23,0.41,1,0
2.67,2,2,1,4,3,2,1,4.5,1,1,0,2,0,0,3,0.485,1.83,0,0
1.83,2,0,0,2,2,1,1,2.25,0,3,1,2,0,0,4,0.563,0.41999999999999993,1,0
0.08,2,0,1,4,4,3,1,6.33,1,3,0,3,0,0,2,0.011,6.25,1,0
0.5,1,1,0,4,4,2,2,3.0,0,3,1,2,0,0,2,0.125,2.5,1,0
0.42,3,0,0,4,1,1,3,6.25,0,2,1,2,2,0,3,0.058,5.83,1,1
0.83,4,1,0,2,2,2,1,4.92,0,4,0,3,0,0,4,0.14,4.09,1,0
3.0,3,1,0,4,0,1,2,9.5,0,3,1,2,0,0,4,0.286,6.5,0,1
0.17,1,0,0,1,1,1,2,1.25,1,3,0,3,0,0,2,0.076,1.08,1,0
1.58,3,0,1,2,0,2,2,7.08,0,4,0,2,0,0,4,0.196,5.5,1,1
0.08,3,2,0,1,2,1,3,5.33,0,1,1,2,0,0,3,0.013,5.25,1,1
1.33,4,1,0,2,2,2,3,6.08,0,3,0,2,0,0,1,0.188,4.75,1,1
0.33,3,1,0,2,2,2,1,5.5,0,3,0,3,0,0,1,0.051,5.17,1,1
0.33,3,0,1,2,0,1,1,4.0,0,4,1,3,0,0,4,0.066,3.67,1,0
0.17,3,0,0,1,6,1,2,4.58,0,1,1,1,0,0,1,0.03,4.41,1,0
1.0,4,2,1,5,0,1,2,1.92,0,3,0,3,0,0,1,0.342,0.9199999999999999,1,0
1.92,3,0,0,2,2,2,2,5.67,0,4,0,3,0,0,2,0.288,3.75,1,1
1.58,2,2,0,4,0,2,2,3.0,1,3,0,2,0,0,4,0.395,1.42,1,0
1.25,3,0,0,1,0,2,1,2.0,0,1,0,3,1,0,2,0.417,0.75,1,0
0.08,2,0,0,2,1,2,3,0.5,0,4,1,3,0,0,1,0.053,0.42,1,0
3.08,3,1,0,2,0,1,2,4.08,0,3,1,3,0,0,4,0.606,1.0,0,0
0.83,1,1,0,2,1,3,1,7.42,0,3,0,2,0,0,4,0.099,6.59,1,0
0.08,4,0,0,5,0,1,2,0.5,0,3,0,3,0,0,3,0.053,0.42,1,0
0.25,3,2,1,2,4,2,1,2.83,0,1,1,3,0,0,2,0.065,2.58,1,0
3.42,4,3,0,1,3,2,1,8.92,0,1,0,2,0,0,4,0.345,5.5,0,1
0.58,3,0,0,1,3,1,2,1.5,0,3,1,2,0,0,3,0.232,0.92,1,0
0.92,3,3,0,2,1,2,2,2.5,0,2,0,2,0,0,1,0.263,1.58,1,0
1.0,3,3,0,1,3,3,2,6.92,1,4,0,3,0,0,1,0.126,5.92,1,0
2.17,3,0,0,2,0,1,2,8.75,0,4,1,3,0,0,3,0.223,6.58,0,1
1.5,3,3,0,2,0,2,2,4.17,0,3,0,2,1,0,2,0.29,2.67,1,0
1.33,3,0,1,1,1,1,1,5.83,0,3,1,3,0,0,2,0.195,4.5,1,1
0.83,4,0,1,5,1,2,2,7.0,0,3,0,3,0,0,4,0.104,6.17,1,1
0.58,3,0,0,2,4,1,2,2.25,0,2,0,3,0,0,1,0.178,1.67,1,0
0.75,3,2,0,4,3,2,3,5.08,0,3,1,3,0,0,1,0.123,4.33,1,1
0.25,3,2,0,4,0,1,2,4.67,1,1,0,3,1,0,4,0.044,4.42,1,0
2.17,3,2,0,4,4,1,3,4.75,1,4,0,2,0,0,3,0.377,2.58,0,0
0.42,3,4,0,1,4,3,2,1.17,1,2,0,2,0,0,3,0.194,0.75,1,0
0.17,3,2,1,2,0,1,3,0.25,0,1,0,2,0,0,2,0.136,0.07999999999999999,1,0
0.92,2,1,0,3,1,3,3,1.75,1,2,0,3,1,0,2,0.335,0.83,1,0
0.08,4,1,0,3,3,1,2,1.5,0,3,0,3,0,0,4,0.032,1.42,1,0
2.67,3,0,1,2,1,1,2,5.75,0,2,0,2,0,0,4,0.396,3.08,0,1
3.58,3,0,0,3,1,3,2,7.75,1,3,0,2,0,0,4,0.409,4.17,0,0
1.42,3,0,1,4,1,3,2,5.0,0,1,0,4,0,0,2,0.237,3.58,1,0
1.92,3,1,0,3,1,2,2,3.42,0,3,1,1,0,0,3,0.434,1.5,1,0
0.5,3,1,0,3,3,2,1,4.08,1,3,0,3,1,0,1,0.098,3.58,1,0
2.17,4,1,1,4,0,2,1,5.5,0,2,1,3,1,0,2,0.334,3.33,0,1
2.0,3,2,0,1,3,3,2,7.83,0,3,1,3,0,0,4,0.227,5.83,1,0
1.17,3,0,0,4,2,1,1,1.83,1,1,1,2,1,0,1,0.413,0.6600000000000001,1,0
1.83,2,0,0,2,0,1,3,3.42,0,2,1,2,0,0,4,0.414,1.5899999999999999,1,0
0.92,1,1,0,1,0,2,2,2.17,0,1,0,2,1,0,3,0.29,1.25,1,0
2.67,3,2,0,3,0,1,2,3.75,0,3,1,3,0,0,4,0.562,1.08,0,0
1.25,3,4,1,3,2,2,1,6.83,1,3,0,3,0,0,2,0.16,5.58,1,1
2.17,4,1,1,1,0,3,3,2.42,0,3,0,2,0,0,3,0.635,0.25,0,0
2.75,4,1,0,2,1,3,2,8.67,0,3,1,2,0,0,4,0.284,5.92,0,0
1.67,3,0,0,4,3,1,3,3.25,0,3,1,2,0,0,3,0.393,1.58,1,0
1.17,3,0,0,1,2,2,2,5.0,0,3,0,2,0,0,3,0.195,3.83,1,0
0.33,3,0,0,5,0,2,2,6.0,0,2,0,3,0,0,3,0.047,5.67,1,1
0.67,3,1,0,4,6,2,2,1.83,0,1,0,3,0,0,1,0.237,1.1600000000000001,1,0
0.92,3,0,1,3,1,1,2,6.17,0,3,0,2,0,0,3,0.128,5.25,1,1
0.17,1,0,0,4,1,1,2,5.25,0,1,1,2,1,0,1,0.027,5.08,1,1
0.83,4,2,0,2,3,1,1,1.83,0,3,0,1,0,0,4,0.293,1.0,1,0
0.58,3,0,0,4,3,1,2,5.75,0,2,1,2,0,0,2,0.086,5.17,1,1
0.75,3,2,1,2,0,3,3,4.67,0,3,0,2,1,0,1,0.132,3.92,1,0
1.75,3,2,0,3,0,1,2,5.58,0,3,1,2,0,0,4,0.266,3.83,1,1
2.0,3,2,0,2,2,2,2,7.67,0,1,1,2,0,0,3,0.231,5.67,1,1
0.83,3,1,0,4,0,1,1,2.42,0,2,0,3,1,0,4,0.243,1.5899999999999999,1,0
2.5,3,2,0,4,2,2,2,5.0,0,3,1,3,0,0,4,0.417,2.5,0,0
0.83,2,0,0,4,1,2,3,3.17,0,3,0,2,0,0,3,0.199,2.34,1,0
0.75,4,0,0,3,3,2,3,5.83,0,3,1,3,0,0,2,0.11,5.08,1,1
2.17,2,2,1,2,4,1,2,2.75,0,3,0,2,1,0,3,0.579,0.5800000000000001,0,0
0.5,4,0,0,2,4,2,1,3.75,0,1,0,3,0,0,2,0.105,3.25,1,0
1.67,3,0,0,3,0,3,3,8.08,0,3,0,3,0,0,2,0.184,6.41,1,0
0.67,2,0,0,4,2,1,2,6.67,0,3,1,3,0,0,1,0.087,6.0,1,1
0.5,2,0,0,4,3,2,3,2.0,0,3,1,3,1,0,2,0.167,1.5,1,0
0.83,4,1,0,2,3,1,1,2.67,1,4,1,2,0,0,4,0.226,1.8399999999999999,1,0
0.67,3,0,0,2,1,2,3,4.5,0,2,0,2,0,0,3,0.122,3.83,1,0
0.08,2,0,0,3,1,1,1,1.5,1,3,1,3,0,0,4,0.032,1.42,1,0
1.33,4,1,1,3,5,1,3,5.17,0,3,0,2,1,0,2,0.216,3.84,1,1
1.0,3,0,0,5,2,3,1,1.92,1,1,0,2,0,0,3,0.342,0.9199999999999999,1,0
1.33,3,1,1,5,0,2,3,3.67,0,3,0,2,0,0,4,0.285,2.34,1,0
0.75,3,1,1,4,4,2,2,2.42,1,4,1,2,0,0,4,0.219,1.67,1,0
0.25,2,0,0,3,3,2,1,6.08,1,3,0,3,0,0,3,0.035,5.83,1,1
1.42,3,0,1,2,0,1,1,4.25,0,1,1,3,0,0,3,0.27,2.83,1,0
2.25,3,0,0,2,0,2,2,8.5,0,3,1,3,0,0,4,0.237,6.25,0,1
1.17,3,2,0,4,3,1,1,7.58,0,3,0,3,0,0,4,0.136,6.41,1,1
0.08,2,0,0,3,2,1,1,4.75,0,3,1,3,1,0,3,0.014,4.67,1,0
1.42,3,2,1,4,1,2,1,3.5,1,3,0,2,0,0,2,0.316,2.08,1,0
1.83,2,0,1,1,1,2,2,3.5,0,3,1,2,1,0,2,0.407,1.67,1,0
2.5,3,0,0,3,2,1,2,3.42,0,1,1,3,0,0,4,0.566,0.9199999999999999,0,0
2.67,2,2,0,1,0,1,2,8.33,0,3,1,2,0,0,3,0.286,5.66,0,1
3.25,4,1,0,4,3,1,1,3.5,1,3,0,3,0,0,4,0.722,0.25,0,0
0.25,3,1,0,1,0,2,3,3.83,0,1,1,3,1,0,3,0.052,3.58,1,0
3.58,3,2,1,2,1,2,2,7.33,1,1,1,2,0,0,4,0.43,3.75,0,1
3.33,2,1,1,4,0,3,1,7.42,0,3,0,2,0,0,4,0.395,4.09,0,0
1.83,3,0,0,2,3,1,3,6.67,0,4,0,2,0,0,2,0.239,4.84,1,1
0.08,3,0,0,2,1,2,2,4.33,1,4,0,3,1,0,1,0.015,4.25,1,0
1.0,3,0,0,1,4,1,3,6.5,1,2,1,3,0,0,2,0.133,5.5,1,1
1.58,1,0,0,2,4,1,2,3.42,0,3,1,2,0,0,3,0.357,1.8399999999999999,1,0
2.5,3,1,0,4,1,3,3,4.33,0,3,0,4,0,0,4,0.469,1.83,0,0
0.42,4,2,0,2,0,1,1,5.5,0,1,0,3,0,0,4,0.065,5.08,1,1
0.42,4,0,0,4,2,1,2,2.42,0,2,0,2,0,0,3,0.123,2.0,1,0
0.25,2,2,1,1,1,2,1,4.42,0,3,0,3,0,0,1,0.046,4.17,1,0
0.17,3,1,0,4,3,3,2,4.58,0,2,1,2,0,0,2,0.03,4.41,1,0
0.67,4,0,0,4,0,3,1,5.08,0,3,0,3,0,0,4,0.11,4.41,1,0
1.08,1,0,0,2,4,3,2,7.42,1,3,0,2,0,0,1,0.128,6.34,1,0
2.33,2,0,0,3,0,2,3,4.0,0,3,0,2,0,0,4,0.466,1.67,0,0
0.33,3,0,0,5,2,2,2,2.17,1,1,0,3,1,0,3,0.104,1.8399999999999999,1,0
3.75,4,0,0,2,0,2,1,4.08,0,1,1,2,1,0,4,0.738,0.33000000000000007,0,0
0.5,1,1,0,1,1,1,3,2.67,0,3,0,3,0,0,1,0.136,2.17,1,0
1.33,3,0,0,1,1,1,1,5.75,0,1,1,2,0,0,1,0.197,4.42,1,1
0.75,3,2,0,4,1,1,2,4.25,0,3,1,3,0,0,1,0.143,3.5,1,0
1.5,3,0,1,4,0,2,2,2.08,0,4,1,2,0,0,3,0.487,0.5800000000000001,1,0
0.25,4,0,1,2,0,2,1,6.58,0,3,1,3,0,0,1,0.033,6.33,1,1
0.5,3,1,1,4,0,2,2,6.08,1,3,0,2,0,0,2,0.071,5.58,1,1
0.67,4,0,1,2,0,2,2,5.5,0,2,0,2,0,0,3,0.103,4.83,1,1
0.5,3,0,0,1,2,1,3,3.83,0,3,0,2,0,0,3,0.104,3.33,1,0
1.67,3,2,0,1,4,2,2,3.17,0,3,0,2,0,0,4,0.4,1.5,1,0
0.83,4,2,0,2,1,1,1,5.67,0,1,0,2,0,0,3,0.124,4.84,1,1
0.5,3,0,0,4,4,2,3,1.17,0,3,1,3,0,0,3,0.23,0.6699999999999999,1,0
0.67,3,1,0,3,1,1,3,4.83,0,1,1,3,0,0,3,0.115,4.16,1,0
0.5,3,0,0,2,2,1,1,6.58,0,3,1,3,0,0,4,0.066,6.08,1,1
0.08,3,2,0,3,0,1,2,3.67,1,2,1,3,0,0,4,0.017,3.59,1,0
0.92,3,2,0,1,5,2,3,6.92,0,2,0,3,0,0,1,0.116,6.0,1,1
0.42,3,0,1,2,0,1,2,1.67,0,3,1,2,0,0,2,0.157,1.25,1,0
2.92,3,0,1,4,0,2,1,5.08,0,3,0,2,0,0,4,0.48,2.16,0,1
1.42,3,0,0,4,1,2,2,8.0,0,2,0,2,1,0,2,0.158,6.58,1,1
1.75,4,1,0,2,3,1,1,5.58,1,3,0,3,0,0,4,0.266,3.83,1,1
2.33,3,0,1,1,0,2,1,7.67,1,3,0,2,1,0,4,0.269,5.34,0,1
3.83,4,0,0,1,2,2,2,6.67,0,3,0,2,1,0,4,0.499,2.84,0,1
3.08,4,1,0,3,1,2,3,4.0,0,4,0,2,0,0,4,0.616,0.9199999999999999,0,0
3.83,3,0,0,1,1,3,1,9.08,0,3,0,2,1,0,4,0.38,5.25,0,0
1.67,3,2,0,4,5,1,1,4.08,1,3,0,2,0,0,4,0.329,2.41,1,0
1.33,2,0,0,4,0,2,2,2.75,0,2,1,2,0,0,2,0.355,1.42,1,0
0.92,3,0,0,2,1,1,2,2.0,0,2,0,2,1,0,1,0.307,1.08,1,0
2.42,3,0,0,1,2,1,2,6.08,0,2,1,3,0,0,4,0.342,3.66,0,1
1.17,3,0,0,2,4,2,3,4.67,0,3,0,1,0,0,2,0.206,3.5,1,0
1.0,4,2,1,2,1,3,2,4.5,0,3,0,3,0,0,2,0.182,3.5,1,0
2.67,3,0,0,2,0,1,2,6.17,0,3,1,2,0,0,4,0.372,3.5,0,1
